SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
193694,0,Cash loans,F,N,Y,1,180000.0,238500.0,25434.0,238500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-14713,-1327,-448.0,-3162,,1,1,0,1,0,0,Accountants,3.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,Trade: type 7,,0.7312328943290428,0.511891801533151,0.3959,0.2625,0.9821,0.7552,,0.44,0.3793,0.3333,0.0,0.6196,,0.2688,,0.0153,0.4034,0.2724,0.9821,0.7648,,0.4431,0.3793,0.3333,0.0,0.6338,,0.28,,0.0161,0.3997,0.2625,0.9821,0.7585,,0.44,0.3793,0.3333,0.0,0.6304,,0.2736,,0.0156,,block of flats,0.4576,Panel,No,0.0,0.0,0.0,0.0,-749.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
213999,0,Cash loans,M,Y,Y,0,135000.0,808650.0,23305.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-23109,365243,-4705.0,-5579,2.0,1,0,0,1,0,0,,2.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,0.4848786080508978,0.3551256437854799,0.7309873696832169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2318.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
316508,0,Cash loans,M,N,Y,1,157500.0,457717.5,27387.0,414000.0,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.022625,-10362,-2996,-315.0,-3006,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Industry: type 9,0.2624976616202055,0.08179226846690207,0.3791004853998145,0.0722,0.0815,0.9816,0.7484,0.008,0.0,0.1379,0.1667,0.2083,0.0172,0.0588,0.0685,0.0,0.0,0.0735,0.0846,0.9816,0.7583,0.008,0.0,0.1379,0.1667,0.2083,0.0176,0.0643,0.0714,0.0,0.0,0.0729,0.0815,0.9816,0.7518,0.008,0.0,0.1379,0.1667,0.2083,0.0175,0.0599,0.0697,0.0,0.0,reg oper account,block of flats,0.0539,Panel,No,1.0,0.0,1.0,0.0,-1634.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
232565,0,Cash loans,F,N,Y,0,234000.0,1125000.0,37179.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-22241,365243,-1100.0,-4097,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.6429524407712685,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-452.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
229740,0,Cash loans,F,N,Y,0,135000.0,239850.0,23494.5,225000.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.0105,-24795,365243,-1289.0,-4343,,1,0,0,1,0,0,,2.0,3,3,THURSDAY,15,0,0,0,0,0,0,XNA,,0.5564464733641881,0.7738956942145427,0.2237,0.0902,0.9886,0.8436,0.0333,0.24,0.2069,0.3333,0.375,0.1585,0.1774,0.1395,0.0232,0.0856,0.2279,0.0936,0.9886,0.8497,0.0336,0.2417,0.2069,0.3333,0.375,0.1622,0.1938,0.1454,0.0233,0.0907,0.2259,0.0902,0.9886,0.8457,0.0335,0.24,0.2069,0.3333,0.375,0.1613,0.1804,0.1421,0.0233,0.0874,reg oper account,block of flats,0.2212,"Stone, brick",No,0.0,0.0,0.0,0.0,-1588.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0
403742,0,Cash loans,F,N,Y,1,126000.0,669600.0,50193.0,598500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010032,-15815,-4781,-2329.0,-4506,,1,1,0,1,1,0,Laborers,3.0,2,2,SATURDAY,8,0,0,0,0,0,0,Housing,,0.4799218448843785,0.4686596550493113,0.133,0.1564,0.9801,0.728,0.0547,0.0,0.2759,0.1667,0.0417,0.0942,0.1067,0.1213,0.0077,0.0067,0.1355,0.1623,0.9801,0.7387,0.0552,0.0,0.2759,0.1667,0.0417,0.0964,0.1166,0.1264,0.0078,0.0071,0.1343,0.1564,0.9801,0.7316,0.055,0.0,0.2759,0.1667,0.0417,0.0959,0.1086,0.1235,0.0078,0.0069,reg oper account,block of flats,0.127,"Stone, brick",No,8.0,0.0,8.0,0.0,-2080.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
406106,0,Cash loans,M,Y,Y,0,202500.0,1125000.0,37179.0,1125000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.035792000000000004,-19495,-4034,-4743.0,-2976,23.0,1,1,1,1,1,0,Managers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Self-employed,0.4894698887671456,0.7514610364675727,0.4596904504249018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,3.0,1.0,-1521.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
113213,0,Cash loans,M,Y,N,0,1125000.0,701730.0,72036.0,675000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Rented apartment,0.032561,-15960,-1646,-10062.0,-1624,2.0,1,1,0,1,0,0,Managers,2.0,1,1,MONDAY,14,0,1,1,0,0,0,Self-employed,0.5955168166379765,0.5325330866371967,0.19633396621345675,0.287,,0.9742,0.6464,0.0133,0.0,0.1983,0.1667,0.2083,0.0227,0.23399999999999999,0.1071,0.0,0.0,0.1239,,0.9742,0.6602,0.0134,0.0,0.2069,0.1667,0.2083,0.0226,0.1084,0.1111,0.0,0.0,0.1228,,0.9742,0.6511,0.0134,0.0,0.2069,0.1667,0.2083,0.023,0.1009,0.1091,0.0,0.0,reg oper account,block of flats,0.0911,Panel,No,0.0,0.0,0.0,0.0,-675.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
384075,0,Cash loans,F,Y,Y,1,247500.0,1006920.0,51543.0,900000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.022625,-18086,-10072,-5147.0,-1632,10.0,1,1,0,1,1,0,High skill tech staff,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Industry: type 2,0.4777596145327669,0.4470519861291081,0.4329616670974407,0.0691,0.0654,0.9767,0.6804,0.006999999999999999,0.0,0.1379,0.1667,0.2083,0.0882,0.0538,0.052000000000000005,0.0116,0.0549,0.0704,0.0679,0.9767,0.6929,0.0071,0.0,0.1379,0.1667,0.2083,0.0902,0.0588,0.0542,0.0117,0.0582,0.0697,0.0654,0.9767,0.6847,0.006999999999999999,0.0,0.1379,0.1667,0.2083,0.0898,0.0547,0.0529,0.0116,0.0561,reg oper account,block of flats,0.0567,"Stone, brick",No,0.0,0.0,0.0,0.0,-550.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
299350,0,Cash loans,F,N,Y,0,225000.0,315000.0,15448.5,315000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.028663,-19880,-3812,-6898.0,-3428,,1,1,0,1,0,0,Sales staff,1.0,2,2,MONDAY,8,0,0,0,0,0,0,Self-employed,,0.6300162103265405,,0.2034,0.0796,0.9940000000000001,0.9524,,0.1332,0.1493,0.5,0.625,0.0095,0.0756,0.2763,0.0019,0.0929,0.0945,0.0527,0.9891,0.9543,,0.0806,0.0345,0.5833,0.625,0.0097,0.0826,0.4536,0.0,0.0334,0.0947,0.0508,0.9965,0.953,,0.08,0.0345,0.5833,0.625,0.0096,0.077,0.2813,0.0019,0.040999999999999995,reg oper account,block of flats,0.5162,"Stone, brick",No,0.0,0.0,0.0,0.0,-623.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
258937,0,Cash loans,F,N,N,2,117000.0,1006920.0,42790.5,900000.0,Family,Working,Secondary / secondary special,Married,Municipal apartment,0.072508,-11489,-2746,-5590.0,-2628,,1,1,0,1,0,0,,4.0,1,1,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.7570502735918438,0.8128226070575616,0.2278,0.1002,0.9896,0.8572,0.0218,0.32,0.1379,0.5417,0.5833,0.0416,0.1849,0.214,0.0039,0.0014,0.2017,0.0947,0.9846,0.7975,0.002,0.3222,0.1379,0.4583,0.5,0.0,0.1745,0.179,0.0,0.0,0.23,0.1002,0.9896,0.8591,0.0219,0.32,0.1379,0.5417,0.5833,0.0423,0.1881,0.2178,0.0039,0.0014,reg oper account,block of flats,0.2025,Panel,No,0.0,0.0,0.0,0.0,-2457.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
